Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
brooklyn,24116,24124,GPE,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
brooklyn,24129,24137,GPE,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
brooklyn,24149,24157,GPE,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
brooklyn,24185,24193,GPE,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
the harlem performance center,24229,24258,FAC,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
7th avenue,24262,24272,FAC,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
the harlem opera society,24367,24391,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
the harlem performance center,24412,24441,LOC,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
emory taylor,24541,24553,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
harlem opera,24570,24582,LOC,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
soul of reason',24618,24633,WORK_OF_ART,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
the institute of afro,24665,24686,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
african,24691,24698,NORP,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
new york university dr.,24710,24733,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
roscoe c. brown jr.,24734,24753,PERSON,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
soul of reason',24821,24836,WORK_OF_ART,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
wnbc public affairs department,24856,24886,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
the institute of afro-american,24907,24937,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
new york university,24949,24968,ORG,RG_9_8_69,"Taylor, Emory -- Director of the Harlem Opera Society","Dr. Roscoe C. Brown, Jr. and Emory Taylor discuss the history and work of the Harlem Opera Society, which was responsible for 40 performances a year, including two to three Black operas in the New York metropolitan area.",9/9/75,Eric Olsen,Finished
the naacp legal defense fund,86,114,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
charles williams,160,176,PERSON,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
the naacp legal defense fund,199,227,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
soul of reason,267,281,WORK_OF_ART,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
soul of reason,293,307,WORK_OF_ART,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
soul of reason,371,385,WORK_OF_ART,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
the wnbc community affairs department,402,439,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
the institute of afro-american affairs,461,499,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
new york university,503,522,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
roscoe c. brown junior,596,618,PERSON,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
the institute of afro-american affairs,632,670,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
new york university,674,693,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
soul of reason,715,729,WORK_OF_ART,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
charles williams,734,750,PERSON,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
naacp,787,792,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
legal defense fund,795,813,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
charles,818,825,PERSON,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
the legal defense fund,968,990,ORG,RG_9_8_55,"Williams, Charles -- Assistant Council of the NAACP Legal Defense Fund","Dr. Roscoe C. Brown, Jr. and Charles Williams discuss racism and the guidelines the NAACP Legal Defense Fund uses when selecting discrimination cases for representation.",12/16/73,Nicholas Martin,Finished
