entity,entity_type,frequency,doc_id
south americans,NORP,1,['RG_9_8_101']
south american,NORP,1,['RG_9_8_118']
the w nbc community affairs department,ORG,1,['RG_9_8_52']
south america,LOC,1,['RG_9_8_115']
south african,NORP,1,['RG_9_8_67']
south africa,GPE,1,['RG_9_8_133']
the la mama experimental company's,FAC,1,['RG9-8_ref4324']
the la mama experimental theater club,FAC,1,['RG_9_8_58']
soul of reasonwith your host the director of the institute of afro-american affairs,WORK_OF_ART,1,['RG_9_8_101']
the la mama,LOC,1,['RG_9_8_58']
the weekville of today,LOC,1,['RG_9_8_70']
"soul of reason, bill",WORK_OF_ART,1,['RG_9_8_134']
the west bronx,LOC,1,['RG9_8_100']
the declaration of independence,WORK_OF_ART,1,['RG_9_8_67']
the deep south,LOC,1,['RG_9_8_204']
the vulcan society of the fire department,ORG,1,['RG_9_8_209']
the criminal juvenile aid bureau,ORG,1,['RG_9_8_110']
the united black association,ORG,1,['RG_9_8_192']
the creole of the caribbean,ORG,1,['RG_9_8_155']
spanish-americans,NORP,1,['RG_9_8_39']
the la mamas,LOC,1,['RG_9_8_58']
the united the united nations,ORG,1,['RG_9_8_101']
the girls club,ORG,1,['RG_9_8_26']
the university of lagos,ORG,1,['RG_9_8_133']
southerners,NORP,1,['RG_9_8_115']
the university of maryland,ORG,1,['RG_9_8_132']
the urban rural school development program,ORG,1,['RG_9_8_207']
the virgin islands,GPE,1,['RG_9_8_26']
the vic dickenson's,FAC,1,['RG_9_8_106']
the vietnam war,EVENT,1,['RG_9_8_82']
the la mama experimental theatre company,ORG,1,['RG9-8_ref4324']
the la mama experimental theater company's,FAC,1,['RG9-8_ref4324']
south carolina,GPE,1,['RG9-8_ref4330']
south bronxes,LOC,1,['RG_9_8_182']
south bronx overall development corporation,ORG,1,['RG_9_8_185']
soul of reason stephen,WORK_OF_ART,1,['RG_9_8_40']
soul of reason linda,WORK_OF_ART,1,['RG_9_8_42']
soul,WORK_OF_ART,1,['RG_9_8_101']
sidney catlin,PERSON,1,['RG_9_8_67']
sister alma john,PERSON,1,['RG_9_8_196']
sissle,GPE,1,['RG_9_8_125']
simpson,PERSON,1,['RG_9_8_26']
the juvenile delinquency act,LAW,1,['RG_9_8_26']
sidney smart,PERSON,1,['RG_9_8_114']
theatre black,ORG,1,['RG_9_8_187']
sidney poitier,PERSON,1,['RG_9_8_52']
sidney brooks,PERSON,1,['RG_9_8_59']
sonny murray,PERSON,1,['RG_9_8_98']
this council of the aging,ORG,1,['RG_9_8_201']
the chicago riot commission,ORG,1,['RG_9_8_67']
siberians,NORP,1,['RG_9_8_209']
this international theater festival,EVENT,1,['RG_9_8_58']
thomas jefferson,PERSON,1,['RG_9_8_133']
shuffle along,WORK_OF_ART,1,['RG_9_8_125']
shuffle,PERSON,1,['RG_9_8_125']
the youth employment and training program,ORG,1,['RG9-8_ref4329']
sisters naomi,ORG,1,['RG_9_8_201']
slavic,NORP,1,['RG_9_8_94']
the young turks,NORP,1,['RG_9_8_106']
sonny henry,PERSON,1,['RG_9_8_208']
the west side,GPE,1,['RG9_8_100']
solomon sheba,PERSON,1,['RG_9_8_69']
the democrat party,ORG,1,['RG_9_8_209']
the white press,ORG,1,['RG_9_8_187']
the white school,ORG,1,['RG_9_8_148']
soho district,LOC,1,['RG_9_8_118']
the winter's tale,WORK_OF_ART,1,['RG_9_8_207']
the king solomon,ORG,1,['RG_9_8_69']
social services,ORG,1,['RG_9_8_26']
social service department,ORG,1,['RG9-8_ref4328']
the wnbc public affairs,ORG,1,['RG_9_8_155']
social security insurance,ORG,1,['RG_9_8_59']
the kerner commission report,ORG,1,['RG_9_8_67']
social class,ORG,1,['RG9_8_100']
the united states department,ORG,1,['RG_9_8_59']
the labor department,ORG,1,['RG_9_8_204']
tarry ye,PERSON,1,['RG9-8_ref4330']
the second world war,EVENT,1,['RG_9_8_89']
sun ra,GPE,1,['RG_9_8_98']
the school of social work,ORG,1,['RG_9_8_148']
the school of veterinary medicine/veterinarian,ORG,1,['RG_9_8_148']
suffolk,GPE,1,['RG_9_8_144']
the school of veterinary science,ORG,1,['RG_9_8_148']
such,PERSON,1,['RG_9_8_82']
studio museum,ORG,1,['RG_9_8_42']
strategy?can,PERSON,1,['RG_9_8_121']
supreme court,ORG,1,['RG_9_8_55']
the congress of the united states,ORG,1,['RG_9_8_101']
the small business administration,ORG,1,['RG_9_8_185']
the smoke king,WORK_OF_ART,1,['RG9-8_ref4330']
stokely carmichael,PERSON,1,['RG_9_8_114']
the soul of reason,WORK_OF_ART,1,['RG_9_8_121']
the souls of black folk,WORK_OF_ART,1,['RG_9_8_67']
sterling,ORG,1,['RG_9_8_185']
super fly,ORG,1,['RG_9_8_187']
sutton,GPE,1,['RG9_8_100']
the underground railroad,FAC,1,['RG_9_8_70']
t'ai chi ch'�_an,PERSON,1,['RG_9_8_114']
the library service and construction act,ORG,1,['RG_9_8_111']
the community development block grant program,ORG,1,['RG_9_8_204']
the schomburg collection,EVENT,1,['RG_9_8_111']
talley beatty,PERSON,1,['RG_9_8_114']
taiwan,GPE,1,['RG_9_8_204']
taino,NORP,1,['RG_9_8_97']
the schomburg plaza,FAC,1,['RG_9_8_43']
sylvester stallone,PERSON,1,['RG_9_8_26']
sutton place,ORG,1,['RG9_8_100']
the comprehensive employment and training,ORG,1,['RG9-8_ref4329']
swahili,GPE,1,['RG_9_8_155']
the schomburg research center,ORG,1,['RG9-8_ref4330']
the comprehensive employment and training act,ORG,1,['RG9-8_ref4329']
the school of dentistry,ORG,1,['RG_9_8_52']
suzanne jackson,PERSON,1,['RG_9_8_42']
the school of journalism,ORG,1,['RG_9_8_78']
the south atlantic,LOC,1,['RG_9_8_115']
stephen goodman,PERSON,1,['RG_9_8_40']
the spanish american war,EVENT,1,['RG_9_8_67']
st. phillips,GPE,1,['RG_9_8_26']
standard and poor's,WORK_OF_ART,1,['RG_9_8_40']
stan getz,PERSON,1,['RG_9_8_98']
stan,PERSON,1,['RG_9_8_186']
the council against poverty and community development agency,ORG,1,['RG_9_8_59']
the lafayette theater,FAC,1,['RG9-8_ref4330']
the theatre development fund,ORG,1,['RG_9_8_187']
the lafayette,FAC,1,['RG9-8_ref4330']
st. peter's,GPE,1,['RG_9_8_144']
the state controller,ORG,1,['RG9-8_ref4328']
st. marks,GPE,1,['RG_9_8_26']
st. mark's,GPE,1,['RG_9_8_187']
st. louis,GPE,1,['RG_9_8_186']
the today show,WORK_OF_ART,1,['RG9_8_100']
the tony williams's,PERSON,1,['RG_9_8_106']
the triborough bridge,FAC,1,['RG_9_8_182']
the u.s. census,ORG,1,['RG_9_8_111']
the the division of smaller churches,ORG,1,['RG9-8_ref4329']
stanford university,ORG,1,['RG_9_8_133']
the cotton club,ORG,1,['RG_9_8_125']
the sunday times,ORG,1,['RG_9_8_82']
the cornbread players,WORK_OF_ART,1,['RG_9_8_187']
stax records,GPE,1,['RG_9_8_39']
the state department of social services,ORG,1,['RG_9_8_59']
staten island,LOC,1,['RG9-8_ref4328']
the state grand lodge,ORG,1,['RG_9_8_144']
the state of black america,GPE,1,['RG_9_8_204']
state park,FAC,1,['RG9-8_ref4328']
the state of new york,ORG,1,['RG_9_8_144']
the state treasury,ORG,1,['RG_9_8_148']
state department,ORG,1,['RG9_8_100']
the sting,WORK_OF_ART,1,['RG9-8_ref4330']
startin,ORG,1,['RG_9_8_201']
the law enforcement assistance agency,ORG,1,['RG_9_8_110']
the last areyto,ORG,1,['RG_9_8_97']
stanley,WORK_OF_ART,1,['RG_9_8_186']
the good housekeeping seal of approval,LAW,1,['RG_9_8_121']
#name?,PERSON,1,['RG_9_8_186']
peru,GPE,1,['RG_9_8_56']
cone,ORG,1,['RG_9_8_192']
cosby kress,ORG,1,['RG_9_8_52']
cordell,ORG,1,['RG_9_8_196']
copenhagen,ORG,1,['RG_9_8_58']
coordinator of foods and nutrition of the council against poverty,ORG,1,['RG_9_8_59']
coordinator of food and nutrition,ORG,1,['RG_9_8_59']
continuum,PERSON,1,['RG_9_8_69']
constitution,LAW,1,['RG_9_8_89']
connie fords,PERSON,1,['RG_9_8_110']
congressional medal of honors,WORK_OF_ART,1,['RG_9_8_67']
congo,GPE,1,['RG9-8_ref4330']
congas,PERSON,1,['RG_9_8_114']
conga,PERSON,1,['RG_9_8_208']
con ed,PERSON,1,['RG_9_8_40']
coleman hawkins,PERSON,1,['RG_9_8_98']
comprehensive employment and training act,LAW,1,['RG9-8_ref4328']
community conservation improvement program,ORG,1,['RG9-8_ref4329']
community affairs,ORG,1,['RG_9_8_148']
communion song:,WORK_OF_ART,1,['RG_9_8_208']
communion psalm: our father,WORK_OF_ART,1,['RG_9_8_208']
columbia university,ORG,1,['RG_9_8_192']
coltrane,GPE,1,['RG_9_8_98']
colored school number 20 weeksville,WORK_OF_ART,1,['RG_9_8_70']
colorado,GPE,1,['RG_9_8_114']
colombia,GPE,1,['RG_9_8_101']
college of dentistry,ORG,1,['RG_9_8_52']
"collection,���you're",PERSON,1,['RG_9_8_111']
cosmo savage,ORG,1,['RG_9_8_58']
council,ORG,1,['RG_9_8_59']
crown heights,GPE,1,['RG_9_8_70']
crucifixion,ORG,1,['RG9-8_ref4330']
deegan,PERSON,1,['RG9-8_ref4328']
decatur street,FAC,1,['RG_9_8_70']
deborah singletary,PERSON,1,['RG_9_8_78']
dean memingers,PERSON,1,['RG_9_8_56']
dean,PERSON,1,['RG_9_8_70']
daytona beach,GPE,1,['RG_9_8_133']
davis,PERSON,1,['RG_9_8_56']
david parker,PERSON,1,['RG_9_8_208']
david amram,PERSON,1,['RG_9_8_208']
dave blotna,PERSON,1,['RG_9_8_144']
darwin,PERSON,1,['RG_9_8_209']
danish,NORP,1,['RG_9_8_58']
daniel webster,PERSON,1,['RG_9_8_192']
daniel hale williams,PERSON,1,['RG_9_8_67']
dana chandler,PERSON,1,['RG_9_8_132']
dan thompson,PERSON,1,['RG_9_8_148']
dan dotson,PERSON,1,['RG_9_8_89']
dan concholar,PERSON,1,['RG_9_8_42']
dallas,GPE,1,['RG_9_8_132']
d.j.,GPE,1,['RG_9_8_40']
cummins engine,ORG,1,['RG_9_8_182']
culture fried accents,WORK_OF_ART,1,['RG_9_8_97']
cube,PERSON,1,['RG_9_8_192']
cubans,NORP,1,['RG_9_8_101']
cuban,NORP,1,['RG_9_8_67']
colin johnson,PERSON,1,['RG_9_8_125']
cole,PRODUCT,1,['RG_9_8_125']
delores mccullough,PERSON,1,['RG_9_8_70']
central american,NORP,1,['RG_9_8_67']
charles gilpin,PERSON,1,['RG9-8_ref4330']
charles evans hughes high school,ORG,1,['RG_9_8_196']
charles evans,PERSON,1,['RG_9_8_196']
charles drew,PERSON,1,['RG_9_8_78']
chao,PERSON,1,['RG_9_8_192']
channel d,ORG,1,['RG_9_8_97']
channel c,ORG,1,['RG_9_8_185']
chamber of commerce,ORG,1,['RG_9_8_209']
cezanne,PERSON,1,['RG_9_8_132']
cetera et cetera,PERSON,1,['RG_9_8_182']
central high school,ORG,1,['RG_9_8_204']
central city,GPE,1,['RG_9_8_26']
center,ORG,1,['RG_9_8_111']
clubs of america,ORG,1,['RG_9_8_89']
ceda,ORG,1,['RG_9_8_201']
cecil,PERSON,1,['RG_9_8_98']
cba,ORG,1,['RG_9_8_59']
caterpillar tractor,PRODUCT,1,['RG_9_8_182']
cary,PERSON,1,['RG9-8_ref4329']
carolyn goodman,PERSON,1,['RG9_8_100']
carol cole,PERSON,1,['RG_9_8_134']
carnegie hall and radio city music hall,ORG,1,['RG_9_8_106']
carnegie foundation,ORG,1,['RG_9_8_121']
carnegie,ORG,1,['RG9-8_ref4329']
carline ray,PERSON,1,['RG_9_8_208']
carl van vechten,PERSON,1,['RG_9_8_134']
charles mckean,PERSON,1,['RG_9_8_186']
charles rangel,PERSON,1,['RG_9_8_209']
charles tolliver,PERSON,1,['RG_9_8_186']
charlie mingus,PERSON,1,['RG_9_8_106']
clinton,PERSON,1,['RG9_8_100']
cliff joseph,PERSON,1,['RG_9_8_192']
cleveland,GPE,1,['RG_9_8_209']
cleo parker robinson,PERSON,1,['RG_9_8_114']
cleaver,PRODUCT,1,['RG_9_8_192']
clayton riley,PERSON,1,['RG_9_8_98']
claude hopkins,PERSON,1,['RG_9_8_207']
clarke,PERSON,1,['RG_9_8_78']
clarence bo hunter,ORG,1,['RG_9_8_89']
civil war,EVENT,1,['RG_9_8_148']
city university,ORG,1,['RG_9_8_155']
cit college,ORG,1,['RG_9_8_155']
cissy reddy jones,ORG,1,['RG_9_8_69']
churchill,PERSON,1,['RG9-8_ref4330']
christine spencer,PERSON,1,['RG_9_8_208']
christian,NORP,1,['RG_9_8_115']
chris white,PERSON,1,['RG_9_8_208']
chippingdale,ORG,1,['RG_9_8_118']
children's aid society,ORG,1,['RG_9_8_89']
chil'en,PERSON,1,['RG9-8_ref4330']
chick webb,PERSON,1,['RG_9_8_98']
chicanos puerto ricans,PERSON,1,['RG_9_8_101']
chelsea 3 - ch3 3700,ORG,1,['RG_9_8_125']
chelsea,PERSON,1,['RG_9_8_125']
charlie rangel,PERSON,1,['RG_9_8_209']
delano stewart,PERSON,1,['RG_9_8_187']
delta,LOC,1,['RG_9_8_115']
perry bascombe,PERSON,1,['RG_9_8_196']
eldridge,ORG,1,['RG_9_8_192']
eras,ORG,1,['RG_9_8_208']
epstein winter,PERSON,1,['RG_9_8_26']
enzio pinza,PERSON,1,['RG_9_8_98']
entrance hymn:,WORK_OF_ART,1,['RG_9_8_208']
employment services division,ORG,1,['RG9-8_ref4329']
emperor jones,WORK_OF_ART,1,['RG9-8_ref4330']
emmett bowen,PERSON,1,['RG_9_8_101']
elma strewning,PERSON,1,['RG9_8_100']
ellisonian,NORP,1,['RG_9_8_115']
ellis wilson,PERSON,1,['RG_9_8_42']
elks,FAC,1,['RG_9_8_187']
elizabeth taylor,PERSON,1,['RG_9_8_134']
el yungue,ORG,1,['RG_9_8_97']
edmonia lewis,PERSON,1,['RG_9_8_132']
el tiempo,WORK_OF_ART,1,['RG_9_8_97']
el bronx,FAC,1,['RG_9_8_97']
el barrio,GPE,1,['RG_9_8_97']
eisenhower,PERSON,1,['RG_9_8_204']
eileen gilbert,PERSON,1,['RG_9_8_208']
eighth avenue,FAC,1,['RG_9_8_209']
egyptian,NORP,1,['RG_9_8_118']
egypt,GPE,1,['RG_9_8_192']
eeoc,ORG,1,['RG_9_8_148']
edythe gaines,PERSON,1,['RG_9_8_207']
edward albee's,PERSON,1,['RG_9_8_134']
education,ORG,1,['RG9-8_ref4330']
eric hawkins,PERSON,1,['RG_9_8_114']
ernest hargon,PERSON,1,['RG_9_8_125']
ernest hogan,PERSON,1,['RG_9_8_125']
ernest swiggett,PERSON,1,['RG_9_8_78']
france,GPE,1,['RG_9_8_58']
fourth street,FAC,1,['RG_9_8_58']
fordham university,ORG,1,['RG9_8_100']
fordham road,FAC,1,['RG_9_8_182']
fordham hill,LOC,1,['RG9_8_100']
fordham,GPE,1,['RG_9_8_207']
ford administration,ORG,1,['RG_9_8_59']
for backstage,WORK_OF_ART,1,['RG_9_8_58']
folktales,NORP,1,['RG_9_8_121']
fogler,ORG,1,['RG_9_8_115']
florida a&m.,ORG,1,['RG_9_8_106']
first breeze of summer,WORK_OF_ART,1,['RG9-8_ref4324']
fill,PERSON,1,['RG9-8_ref4330']
fifth avenue - central park north,FAC,1,['RG_9_8_43']
felipo luciano,PERSON,1,['RG_9_8_97']
faulkner,PERSON,1,['RG_9_8_155']
fantasy records,ORG,1,['RG_9_8_106']
f.m.,GPE,1,['RG_9_8_106']
every united states,GPE,1,['RG_9_8_59']
europe-,PERSON,1,['RG_9_8_69']
euphrates,GPE,1,['RG9-8_ref4330']
eugene genovese,PERSON,1,['RG_9_8_115']
eublie blake,PERSON,1,['RG_9_8_125']
eubie blake-- noble,PERSON,1,['RG9-8_ref4330']
ernie green,PERSON,1,['RG_9_8_204']
edmund burke,PERSON,1,['RG_9_8_125']
edgar white,PERSON,1,['RG_9_8_58']
dementia,ORG,1,['RG9_8_100']
dill dickey,GPE,1,['RG_9_8_26']
du bois,ORG,1,['RG_9_8_111']
drx,PERSON,1,['RG_9_8_67']
dracula,PERSON,1,['RG_9_8_134']
downtown brooklyn,ORG,1,['RG_9_8_70']
dominicans,NORP,1,['RG_9_8_101']
dominican republic,GPE,1,['RG_9_8_101']
dj,ORG,1,['RG_9_8_40']
dizzy,PERSON,1,['RG_9_8_106']
district council,ORG,1,['RG9-8_ref4328']
disability,ORG,1,['RG_9_8_59']
director of communications for capital formation corporation,ORG,1,['RG_9_8_185']
diploma,GPE,1,['RG_9_8_52']
dick williams,PERSON,1,['RG_9_8_134']
eddie williams,PERSON,1,['RG_9_8_204']
dick kennard,PERSON,1,['RG_9_8_185']
dick griffin,PERSON,1,['RG_9_8_186']
dick gibson's,PERSON,1,['RG_9_8_207']
dick barnett,PERSON,1,['RG_9_8_196']
dick anthony williams,PERSON,1,['RG_9_8_134']
diane weathers,PERSON,1,['RG_9_8_187']
dhb,ORG,1,['RG9_8_100']
devor,PERSON,1,['RG_9_8_196']
devil,PERSON,1,['RG_9_8_85']
dentist,PRODUCT,1,['RG_9_8_52']
dennis,WORK_OF_ART,1,['RG_9_8_52']
denmark vesey,PERSON,1,['RG_9_8_115']
du bois ',ORG,1,['RG_9_8_121']
du bois',ORG,1,['RG_9_8_121']
duffy daugherty,PERSON,1,['RG_9_8_204']
dunbar high school,ORG,1,['RG_9_8_78']
eddie haywood,PERSON,1,['RG_9_8_207']
ed taylor,PERSON,1,['RG_9_8_187']
ed sullivan,PERSON,1,['RG_9_8_125']
ed lewis,PERSON,1,['RG_9_8_39']
ed bullins,PERSON,1,['RG9-8_ref4324']
ed,PERSON,1,['RG_9_8_201']
ebony--ebony magazine,ORG,1,['RG_9_8_67']
ebony patriots,WORK_OF_ART,1,['RG_9_8_67']
eastern star chapter,ORG,1,['RG_9_8_144']
eastern seaboard,LOC,1,['RG_9_8_182']
eastern,NORP,1,['RG_9_8_115']
east river players,LOC,1,['RG_9_8_187']
east orange,GPE,1,['RG_9_8_56']
east fourth street,LOC,1,['RG_9_8_58']
east coast,LOC,1,['RG_9_8_155']
east 4th street,LOC,1,['RG_9_8_58']
east 42nd street,LOC,1,['RG_9_8_78']
east 3rd street,LOC,1,['RG_9_8_187']
east 131st street,LOC,1,['RG_9_8_192']
east 12th street,LOC,1,['RG_9_8_110']
east 110th,PRODUCT,1,['RG_9_8_97']
east,LOC,1,['RG_9_8_94']
earl humphries,PERSON,1,['RG9-8_ref4330']
earl humphrey,PERSON,1,['RG9-8_ref4330']
earl hines,PERSON,1,['RG_9_8_98']
carl r. douglas,PERSON,1,['RG_9_8_196']
carl holman,PERSON,1,['RG_9_8_204']
carl hall,PERSON,1,['RG_9_8_208']
amiri baraka,PERSON,1,['RG_9_8_114']
are crosstalk,ORG,1,['RG_9_8_121']
archibald motley,PERSON,1,['RG_9_8_42']
arab,NORP,1,['RG9-8_ref4324']
appalachian,NORP,1,['RG_9_8_94']
anthony braxton,PERSON,1,['RG_9_8_106']
ant,ORG,1,['RG_9_8_187']
andy young,PERSON,1,['RG_9_8_204']
andy henderson,PERSON,1,['RG_9_8_201']
andrew,PERSON,1,['RG_9_8_201']
andrei serban's,ORG,1,['RG9-8_ref4324']
anderson,ORG,1,['RG9-8_ref4324']
amityville,GPE,1,['RG_9_8_144']
amino,ORG,1,['RG_9_8_133']
alex webster,PERSON,1,['RG_9_8_55']
american telephone,ORG,1,['RG_9_8_40']
american indians,NORP,1,['RG_9_8_185']
american colonies,ORG,1,['RG_9_8_67']
american broadway,FAC,1,['RG_9_8_114']
american airlines,ORG,1,['RG_9_8_97']
america hurrah,WORK_OF_ART,1,['RG_9_8_58']
alton white,PERSON,1,['RG_9_8_56']
alonzo players,PERSON,1,['RG_9_8_187']
alliance,ORG,1,['RG_9_8_187']
all-american,NORP,1,['RG_9_8_56']
all nat turner,PERSON,1,['RG_9_8_115']
all black,LOC,1,['RG_9_8_204']
ari arias,PERSON,1,['RG_9_8_69']
aria,PERSON,1,['RG_9_8_69']
army,ORG,1,['RG_9_8_118']
art behind,PERSON,1,['RG_9_8_192']
bach,PERSON,1,['RG_9_8_106']
ba,ORG,1,['RG_9_8_201']
b.f. skinner,PERSON,1,['RG_9_8_115']
b.a.l.,ORG,1,['RG_9_8_26']
azikiwe,PERSON,1,['RG_9_8_133']
axa,ORG,1,['RG_9_8_118']
avery fisher,ORG,1,['RG_9_8_98']
avalon,WORK_OF_ART,1,['RG_9_8_207']
augusto,PERSON,1,['RG9-8_ref4324']
atp,ORG,1,['RG_9_8_59']
atlantic records,GPE,1,['RG_9_8_186']
atlanta university,ORG,1,['RG_9_8_148']
associate editor,ORG,1,['RG_9_8_78']
asians,NORP,1,['RG_9_8_82']
asian-americans,NORP,1,['RG_9_8_121']
ashanti,GPE,1,['RG_9_8_98']
as you like it,WORK_OF_ART,1,['RG_9_8_207']
arts,ORG,1,['RG_9_8_132']
artistes,ORG,1,['RG_9_8_43']
arthur schomburg,PERSON,1,['RG_9_8_43']
arthur bonds,ORG,1,['RG_9_8_182']
arthur ashe,PERSON,1,['RG_9_8_56']
arthur a. schomburg,PERSON,1,['RG_9_8_111']
arthur,ORG,1,['RG_9_8_114']
art nouveau,ORG,1,['RG_9_8_118']
alexander hamilton high school,ORG,1,['RG_9_8_70']
alex,PERSON,1,['RG_9_8_111']
carl greene,PERSON,1,['RG_9_8_132']
a hundred and twenty-fifth street,FAC,1,['RG_9_8_118']
abdul rahman,PERSON,1,['RG_9_8_208']
abc,ORG,1,['RG_9_8_101']
ab,ORG,1,['RG_9_8_40']
aaron douglas,PERSON,1,['RG_9_8_132']
a.b.,GPE,1,['RG_9_8_69']
a worshipful master,WORK_OF_ART,1,['RG_9_8_144']
a united states,GPE,1,['RG_9_8_59']
a puerto rican,NORP,1,['RG_9_8_101']
a piece on the action,WORK_OF_ART,1,['RG_9_8_185']
a native american,NORP,1,['RG_9_8_121']
a master's degree in business,WORK_OF_ART,1,['RG_9_8_78']
a master's degree,WORK_OF_ART,1,['RG_9_8_78']
a harlem renaissance,LOC,1,['RG_9_8_42']
albert iola,PERSON,1,['RG_9_8_98']
a boys clubs of america,ORG,1,['RG_9_8_26']
8th avenue,FAC,1,['RG9_8_100']
72nd street,FAC,1,['RG9-8_ref4328']
56th street,FAC,1,['RG_9_8_106']
34th street,FAC,1,['RG_9_8_182']
31st street,FAC,1,['RG9-8_ref4329']
300 sunrise highway,FAC,1,['RG_9_8_144']
149th,NORP,1,['RG_9_8_201']
135th,NORP,1,['RG_9_8_111']
132nd street and--134th street,FAC,1,['RG9-8_ref4329']
126th street,FAC,1,['RG_9_8_187']
122 2nd avenue,FAC,1,['RG_9_8_58']
abe lincoln,PERSON,1,['RG9-8_ref4330']
abraham hill,PERSON,1,['RG_9_8_187']
abraham lindo,PERSON,1,['RG_9_8_69']
abscretions,WORK_OF_ART,1,['RG_9_8_186']
albert hall,PERSON,1,['RG_9_8_134']
albany,GPE,1,['RG_9_8_70']
alan payton,PERSON,1,['RG_9_8_67']
al phan,PERSON,1,['RG_9_8_187']
al narvaez,PERSON,1,['RG_9_8_101']
al hollingsworth,LOC,1,['RG_9_8_132']
al harewood,PERSON,1,['RG_9_8_208']
al,PERSON,1,['RG_9_8_132']
ain't supposed to die a natural,WORK_OF_ART,1,['RG_9_8_134']
ailey,ORG,1,['RG_9_8_114']
aid to dependent children,ORG,1,['RG9_8_100']
agresto,PERSON,1,['RG_9_8_192']
afrophile,GPE,1,['RG_9_8_133']
afro-haitian,PERSON,1,['RG_9_8_114']
afro-cuban,GPE,1,['RG_9_8_114']
afro-american history museum,ORG,1,['RG_9_8_70']
afro afro-caribbean,ORG,1,['RG_9_8_114']
africana,PERSON,1,['RG_9_8_111']
afc,ORG,1,['RG_9_8_55']
addonizio,PERSON,1,['RG_9_8_209']
adam powell boulevard,PERSON,1,['RG_9_8_69']
adam clayton powell boulevard,PERSON,1,['RG_9_8_118']
action grant program,ORG,1,['RG_9_8_204']
access-- easier psychological,ORG,1,['RG_9_8_59']
academician,NORP,1,['RG_9_8_155']
badge 373,WORK_OF_ART,1,['RG_9_8_101']
baggy hag-y rag-y,PERSON,1,['RG_9_8_201']
bahais,GPE,1,['RG_9_8_144']
boulevard,PERSON,1,['RG_9_8_118']
brookdale dental center,FAC,1,['RG_9_8_52']
brookdale,EVENT,1,['RG_9_8_52']
bronx state hospital,ORG,1,['RG_9_8_134']
bronx psychiatric center,ORG,1,['RG9_8_100']
bronx psychiatric,ORG,1,['RG9_8_100']
bronx community college of the city university,ORG,1,['RG_9_8_26']
bronx botanical gardens,FAC,1,['RG9_8_100']
broadway 86 street,FAC,1,['RG_9_8_42']
britain,GPE,1,['RG_9_8_133']
brandeis university,ORG,1,['RG_9_8_148']
brandeis,NORP,1,['RG_9_8_148']
boy,PERSON,1,['RG_9_8_204']
borough,FAC,1,['RG9_8_100']
ballet,ORG,1,['RG_9_8_187']
boricua college,ORG,1,['RG9-8_ref4329']
bond ryder associates,ORG,1,['RG_9_8_111']
bond,ORG,1,['RG_9_8_40']
bombay,GPE,1,['RG_9_8_42']
bobby seals,PERSON,1,['RG_9_8_42']
bob abrams,PERSON,1,['RG9_8_100']
board of education,ORG,1,['RG_9_8_67']
blues,GPE,1,['RG_9_8_85']
blow blow thou winter wind,WORK_OF_ART,1,['RG_9_8_207']
bloomingdale's,ORG,1,['RG_9_8_43']
blind tom,PERSON,1,['RG_9_8_69']
bleecker,GPE,1,['RG_9_8_125']
brooklyn museum,ORG,1,['RG_9_8_70']
brooks robinson,PERSON,1,['RG_9_8_26']
brown sugar,PERSON,1,['RG_9_8_201']
browne,PERSON,1,['RG_9_8_58']
carl diego,PERSON,1,['RG_9_8_192']
capital formation's,ORG,1,['RG_9_8_185']
capital formation corporation,ORG,1,['RG_9_8_185']
cap cdi,ORG,1,['RG_9_8_59']
cannonball,ORG,1,['RG_9_8_106']
canada,GPE,1,['RG_9_8_56']
can the south bronx save new york,WORK_OF_ART,1,['RG_9_8_182']
campfire girls,ORG,1,['RG_9_8_26']
camille billops,PERSON,1,['RG_9_8_42']
caesar,WORK_OF_ART,1,['RG9-8_ref4324']
c.d.,GPE,1,['RG_9_8_40']
c. vann woodward,PERSON,1,['RG_9_8_67']
by,ORG,1,['RG9-8_ref4330']
bw nbc,ORG,1,['RG_9_8_52']
buster holmes,PERSON,1,['RG_9_8_106']
burke,NORP,1,['RG_9_8_125']
burger kings,FAC,1,['RG_9_8_42']
bunraku,ORG,1,['RG_9_8_98']
buddy young,ORG,1,['RG_9_8_55']
buddy rich,ORG,1,['RG_9_8_106']
buddy hackett,PERSON,1,['RG_9_8_26']
buddhists,NORP,1,['RG_9_8_144']
brussels,GPE,1,['RG_9_8_26']
brownsville raid,WORK_OF_ART,1,['RG9-8_ref4324']
brownsville lab,ORG,1,['RG_9_8_187']
blacks or hispanics,ORG,1,['RG_9_8_101']
blackness,ORG,1,['RG9-8_ref4330']
"black, black",EVENT,1,['RG_9_8_115']
bicentennial: a black perspective,WORK_OF_ART,1,['RG_9_8_67']
betty myles,PERSON,1,['RG_9_8_121']
bethel,PERSON,1,['RG_9_8_70']
bess,PERSON,1,['RG_9_8_69']
bert williams,PERSON,1,['RG_9_8_125']
berlin,GPE,1,['RG_9_8_58']
benny carter,PERSON,1,['RG_9_8_207']
benjamin franklin,PERSON,1,['RG_9_8_133']
belafonte,PERSON,1,['RG_9_8_111']
before the mayflower,WORK_OF_ART,1,['RG_9_8_67']
beethoven,PERSON,1,['RG_9_8_106']
beekman street,FAC,1,['RG_9_8_185']
bed-stuys,ORG,1,['RG_9_8_182']
beckworth path,NORP,1,['RG_9_8_67']
